feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,class
-7.8325910917517705,-5.0179766125433485,-2.7434083197673105,-1.2229327546458943,-4.924504557830742,-0.5669902045849733,2.03104794259838,1.5481601122759268,-0.5624095950070096,0.9475611856380832,1.3161911703164269,1.3535014711424143,0.8482390332580043,0.8420959678984358,-1.205174520483723,-2.0786569163582502,-0.021832328278185376,-1.2887720151884616,-1.573903424198271,1.6418188102568152,0.6137927364719793,0.8915862739780398,-0.7670499136936044,-4.13741262783559,-0.5725194977105059,-1.0254970960334355,-2.6788965528094346,4.858638214071797,-3.9168063144423524,1.854375626896814,0
-0.037311388953275064,-1.2391138450931245,-1.9118737693468488,0.4557276144960468,0.5545500428481946,2.2248788312022034,6.605034966491088,-0.23894021838627966,2.5605213108349734,-0.2376008824036259,3.8067173661195937,-1.615828835555249,0.31512281414138066,0.3598855665660685,0.10511197712037275,0.4684457328788059,2.8649902413413564,0.168902892429114,0.1368696179417854,8.159222351731097,2.0878676715283357,5.113872896973492,0.3893757998748603,-1.4963991906782375,1.4483838673715637,-1.0685017486983641,-0.6506767967576426,-6.395725540887924,-5.738576456025777,-0.9852098786207614,0
2.5509802395658507,10.406024444522348,-1.2579006165682514,-0.6921831005163138,-0.017344790598638582,2.7537618182888215,3.5246229091631687,1.9819617710678905,4.862900891404589,-0.9736901794418419,1.526307586900495,5.213786741092908,0.1410954409914733,0.2267338018512025,-0.2322156326447411,0.19732424223386374,0.39377913897199823,-0.19268745421445066,1.0133234549197176,2.5504137407199483,-3.297310191096258,-3.299618978334895,0.2658756455315677,-1.0670400430051228,1.4886452749760255,-1.9190984539729095,1.5771895014617576,2.4462610711998076,-1.313045290004031,1.8849697124153164,0
4.87264896678233,-5.248540299312832,-0.06155135980416171,-1.8658857479785826,-1.0715956070008201,-4.72934075926971,0.6098732220897257,1.0819926678089091,-2.0049772614945303,0.33950801348700793,-1.5519074381324354,1.5331428922984602,-0.5495725820131199,-0.9905749882082076,0.8948366881445676,-0.815959761786859,3.5709041486961155,0.4875580051653644,2.9204904044206113,-0.418568590196323,-1.555552564089707,0.8419542757547689,0.17669053423017642,0.08705695175608685,-3.1680913240948465,2.024091050142431,-1.7971910960187016,-2.1497905262668566,1.373944681708778,-0.11180928233577364,1
7.142437435261019,2.5060124157410573,2.623493430812137,0.1349610569154279,4.028482327146557,-0.20413278605315865,0.8534475536002933,-0.6787288764819328,-1.0692441649896973,1.229310691907974,-0.36229010397795286,-4.975432407831243,2.3157554442261694,0.19816848318225402,-1.0537907973425453,1.2155068050230795,-0.6000472177772909,0.13131683316005388,0.624600518224056,-5.597997815615705,0.41149072063836134,-3.0259165438384543,2.641030778662475,4.013221918311579,-3.828124759146779,-2.3573446445608908,-2.9234707683654744,-8.442328655463832,3.1396673785137392,0.06368945260736163,1
-3.885890637425488,-7.108553762960241,-0.39915170215308615,1.4467417370178535,-1.1677964333157127,-0.5274412942255953,3.6892936586167524,-0.8052968788418646,1.4149519269914324,-1.0899028288968664,-0.8869320085649508,4.602353846652324,-6.793137426624884,0.19494622536120126,0.431261371140035,-1.2822119030289674,0.15534779601012938,-0.009890229208234288,1.2310220506905587,6.486887554513836,2.053766464749019,1.5069724900613197,0.8782186066351834,-1.9003027415917706,0.7506430163175843,-0.06674417400428434,-1.7611990792379135,1.7048237406810987,-3.187952514235414,-0.3571775340481359,1
-0.6166019968874192,7.0058192790375555,3.9502071720501277,-0.05973756981298445,0.11468972120989362,0.025820771840006085,4.268632050098303,-2.2859337651158196,-1.6815893422821562,-1.2567680144595086,-0.7774176421991921,0.03778165958570192,0.748692440043391,1.005998339632682,-0.24223934567906757,-0.3777659733923902,-1.1838587575059458,-0.2745094076227692,0.05167018890043356,-4.553334896209847,2.1224880655821536,-2.6287347766999742,0.9921270387570604,2.4039792287944213,-1.3285458196094189,1.2137052901342666,-1.8692639377020965,-0.8221374916063667,-0.42341801189429984,0.9152219625044209,1
-0.24530404068017417,-5.778933129879072,-0.06523254796668854,0.5290829817297604,-3.9697047285730442,-0.8430224118125209,1.9175923477632608,-1.3916380478043373,-2.1521372167992894,-0.9202440309016282,-0.79658628758592,-2.756071368729076,1.9756024679476227,-0.02156211788870044,-0.011292222765988916,-1.8704475729763366,0.9726591871197467,-0.13088950630311388,-1.0818416283734535,-2.931947155442717,2.9156237358498616,5.439413710867607,-0.419030234154692,0.9658374080182139,1.6656676606705765,-1.946623347340404,-0.6294527015100804,-7.336197368359168,0.5427790716812191,1.4392022643194289,0
0.9821494294945061,-0.5816726592919698,1.0670136424948562,-0.35499040046018,-0.4294672968263966,-1.8287396521208539,-0.4653343117846729,0.3841659159324563,1.360255544882309,-0.8211319604881048,1.3552361767718226,-0.5055405954604356,-0.5930074461917116,0.5942037314860442,0.7524865538119101,-0.6873364439212735,0.4876760509302416,-1.658736251841615,0.45082098762308,2.2172804891599447,1.4641354106862627,-4.984717734662208,-0.8825602107374185,-1.4245342527482838,-2.352143217188569,-1.120625815509367,1.2409646119614477,0.16280544061569271,0.010467571815549581,-0.6576997171780969,1
-4.236895561138701,-4.71274465686753,-3.513551130546813,0.3951806195733558,-3.964716897860559,-3.9846212751503645,-0.6665782732333017,1.7856940660202953,-0.4190161650382025,0.8371383377181192,1.6092141446339991,5.189357210967588,0.27129858737370016,0.6450997762008317,-0.19361945169410327,0.854991407222731,0.344498317051942,0.6995666148515437,0.40263949781801217,1.839143622723005,-0.5458157846331495,-0.5075957960730031,0.016262034689114302,-1.0808732396263447,0.8951771728690758,-1.4017713744164881,0.14986541575420376,1.3624520026811588,-3.2329037052759944,1.2223292055524015,0
-0.18495112609120068,4.425426502473574,3.2192329850262946,0.9436687296069644,-0.1821195949200236,-0.6855300196346148,-1.847702832754171,0.076278626080452,-0.85245127782131,1.0273140059700046,-1.60040439852996,-0.005306404974350376,-0.08184927902526451,0.8145965765897881,-1.110159643645336,1.4447108845233778,0.9994186028578701,-0.28375176282171016,-1.0877357201232787,-14.453602617510183,4.167476130339403,-2.638924901884171,-0.5739021370441768,5.897791730580454,1.960403637969209,2.110393043236388,-1.966768296935752,-0.7351912021154771,4.62839886818241,0.4234158554251784,1
4.095398215779595,1.3630826959529492,0.149098606998602,2.559899259768538,-0.20523397156297918,-0.634862192626346,-1.758896494610235,0.058726064824414115,5.395280999585955,0.7615828521273778,0.4226237175671739,-6.36999232589954,1.8216640018494987,1.2000455531706102,-1.1601938689154594,-0.559925837513242,-0.6371654965349793,-0.6026916869903975,-0.3807958538356352,-5.98803895630692,3.2243973703684135,-0.85740007499833,0.7444454732331406,1.1562701969999933,-1.0205993788264984,0.07900463349231712,-2.220250576675343,-2.9960341659241734,1.8771715577825994,-0.27124473751674977,1
-0.8739929202658688,-13.142457888679905,-0.31468206714736113,-0.3219769900741795,-0.955731124300651,0.5940566096160234,-1.600179045151957,-1.4471022770213477,-2.8538442495615044,2.9359748746381094,1.273340552051642,-6.518458662772984,-1.6094895739208521,-0.2594680999879023,1.1414234246983592,-0.029969424069509792,2.6456905600751366,0.8009535693011547,0.9817898365690693,0.8377633199225949,4.406471448260223,1.2375397939623531,-0.342004268275726,1.3633873513462351,1.1366338557229745,-7.321047280417455,-0.554367190415004,-7.350788860029349,-0.1391569490877227,-1.4988247789067888,0
-6.128857910713182,-1.7591316571340387,-2.8429243279698735,-2.6700999790333615,-2.23660832349566,-0.22056760909253703,2.912326041830085,-0.09830069228775584,-2.3803265807952827,-1.445414246976224,0.014076821331431039,2.922263577489235,2.1078698934575506,0.7971783484083358,0.36485122092911765,0.23001673775495812,1.6119664492256436,1.0996748093942164,-2.0375240930224034,6.151131842734124,0.3530551097291472,2.0806769568344694,2.1739111516855587,-2.340605036488843,2.7926686496574327,-1.0381374749591794,2.266925387634916,-0.7030307859955385,-5.2903989676565235,-0.5919475625676713,0
6.314073708131771,-3.7856889033922254,-1.535670136890957,-0.7648697349896997,-0.16716672577465774,-1.2874287111599854,0.7958831619769161,-0.804402251957733,1.415872102741597,-0.1935850767035002,-1.3857866564051906,1.5173257781693708,-0.41659313263153297,-0.016577225495944817,-0.37880447408405254,0.08589594564948416,-0.024405014355143306,1.424893676638832,0.291344461114156,8.098531910045413,-0.5159204755057369,1.8902138014478842,-1.1488930680601896,0.932368163303342,-0.3091651861062199,-4.134789674465287,4.914611859488172,-11.434036594427136,-0.332987618599047,0.8258555796201295,0
5.279872261604608,-2.1125133820346815,1.8438017153391884,0.002271270365516016,-0.8403457403595351,-1.7180426480334305,-2.592817930110411,-0.8609484770170143,0.5599914866241975,1.6566137147072568,0.21457835371221973,-8.241167019161491,1.4802017330953303,0.9121147771056591,-0.8983094322567038,1.741861621390041,0.7213564375687598,-0.037477428026958505,-0.1449494504225805,-4.468355217960301,-0.569009938675707,-0.27630047663594115,-0.10192437697238589,-0.47326659529666015,-1.4645786084359331,-1.3075044445966002,-3.1377415492121425,1.8725580803043802,2.2484913852695496,0.3150902334695747,1
9.599852198303362,-2.561237366736401,0.2127271817875107,-0.8729599275009423,-0.46404687916438037,-2.5850809782243394,-0.8281139260986627,-2.551033311537529,-0.41968182694418454,-0.4399511555713656,-0.6520502384619222,-7.000823024291298,3.324187697047239,-0.5188898698187129,-1.1629355231904364,-0.5677793782534163,1.5784254814299503,-0.3564266982277956,0.42148206671903377,-0.6803560038144103,0.32484573178227016,-3.773887325467784,-0.579302906224897,0.08991792859217651,-6.3508298042375655,-2.4582534007558925,1.0749665397943273,-8.114709798801728,3.1222438630014864,1.0439361704227161,1
-3.9456519645722756,4.59382366141064,0.12742071703385283,-0.125315891445358,-2.4033008722816085,3.0232324067709113,0.845547501270075,1.1310842060327384,0.6119261565775078,0.03048480467429116,-2.6580023855695467,5.011799560723755,-0.8121715395302289,1.8811635073371178,0.3734826502971333,0.2578523829182443,-1.6259773879041783,1.063900273329526,0.5698383756449638,-1.0171765294656787,-0.09787400010907932,0.19602879637702175,0.6212403921323417,0.369909112988289,1.7567910544121346,-0.22864273054913775,2.267173400836982,2.462545992284996,0.3883719848462239,-1.1675520952169836,0
0.21669579448973655,-8.86350516271045,-2.3906978244551316,0.26154229042581373,2.9686394490570986,-4.220904700368035,-2.63453614726864,-2.80269197345799,-2.4323229126321047,-0.7930683907128941,-1.1306565105457478,0.4985512094652849,-1.635381797053475,-0.16362745408401935,-1.409946401889573,-1.0099957354457663,1.2201322005646855,-2.00580622161407,1.2135529453935023,3.512486329133702,-0.4236185532711254,0.22602787668558688,0.7848997197486183,-0.651110608641003,5.767972600035737,-1.9879770076402634,0.9322090372056747,-1.8682229091281157,-0.5464517111840623,-0.34996441550588114,0
